aluno,materia,turma,serie_num,n1_norm,n2_norm,n3_norm,n4_norm,media_pond_norm,media_geral_aluno,slope_notas,variancia_notas,serie_num_norm,pct_materias_ok,media_turma_norm,status_encoded,status_label
Paulo Santos,Português,8º Fundamental,8,0.76,0.88,0.37,0.95,0.7495,0.6289,0.018,0.4483,0.3333,0.4615,0.6058,2,Aprovado
Paulo Santos,Química,8º Fundamental,8,0.66,0.62,0.58,0.53,0.591,0.6289,-0.129,0.0963,0.3333,0.4615,0.5968,1,Recuperação
Paulo Santos,Sociologia,8º Fundamental,8,0.3,0.74,0.7,0.81,0.663,0.6289,0.447,0.3976,0.3333,0.4615,0.5949,2,Aprovado
Paulo Silva,Arte,8º Fundamental,8,0.27,0.41,0.22,0.63,0.4005,0.5579,0.267,0.3179,0.3333,0.3846,0.5997,0,Reprovado
Paulo Silva,Biologia,8º Fundamental,8,0.8,0.69,0.99,0.22,0.646,0.5579,-0.432,0.5675,0.3333,0.3846,0.6043,2,Aprovado
Paulo Silva,Ciências,8º Fundamental,8,0.38,0.57,0.51,0.3,0.436,0.5579,-0.09,0.2121,0.3333,0.3846,0.6052,0,Reprovado
Paulo Silva,Educação Física,8º Fundamental,8,0.42,0.3,0.75,0.22,0.4125,0.5579,-0.045,0.4041,0.3333,0.3846,0.6001,0,Reprovado
Paulo Silva,Filosofia,8º Fundamental,8,0.41,0.28,0.8,0.47,0.493,0.5579,0.21,0.3834,0.3333,0.3846,0.5993,0,Reprovado
Paulo Silva,Física,8º Fundamental,8,0.23,0.97,0.89,0.43,0.64,0.5579,0.156,0.619,0.3333,0.3846,0.6023,2,Aprovado
Paulo Silva,Geografia,8º Fundamental,8,0.67,0.46,0.54,0.49,0.531,0.5579,-0.138,0.1606,0.3333,0.3846,0.6026,1,Recuperação
Paulo Silva,História,8º Fundamental,8,0.54,0.42,0.21,0.84,0.5175,0.5579,0.207,0.4557,0.3333,0.3846,0.5984,1,Recuperação
Paulo Silva,Inglês,8º Fundamental,8,0.78,0.86,0.54,0.92,0.782,0.5579,0.03,0.289,0.3333,0.3846,0.5976,2,Aprovado
Paulo Silva,Matemática,8º Fundamental,8,0.35,0.21,0.25,0.66,0.383,0.5579,0.291,0.3528,0.3333,0.3846,0.5963,0,Reprovado
Paulo Silva,Português,8º Fundamental,8,0.84,0.84,0.39,0.95,0.7605,0.5579,-0.036,0.4309,0.3333,0.3846,0.6058,2,Aprovado
Paulo Silva,Química,8º Fundamental,8,0.7,0.52,0.79,0.41,0.5905,0.5579,-0.18,0.2975,0.3333,0.3846,0.5968,1,Recuperação
Paulo Silva,Sociologia,8º Fundamental,8,0.73,0.65,0.22,0.99,0.6605,0.5579,0.105,0.554,0.3333,0.3846,0.5949,2,Aprovado
Paulo Souza,Arte,8º Fundamental,8,0.31,0.46,0.63,0.63,0.5235,0.6031,0.339,0.267,0.3333,0.5385,0.5997,1,Recuperação
Paulo Souza,Biologia,8º Fundamental,8,0.84,0.44,0.68,0.4,0.568,0.6031,-0.324,0.3594,0.3333,0.5385,0.6043,1,Recuperação
Paulo Souza,Ciências,8º Fundamental,8,0.32,0.92,0.95,0.42,0.6575,0.6031,0.099,0.5698,0.3333,0.5385,0.6052,2,Aprovado
Paulo Souza,Educação Física,8º Fundamental,8,0.2,0.42,0.35,0.96,0.5205,0.6031,0.663,0.5738,0.3333,0.5385,0.6001,1,Recuperação
Paulo Souza,Filosofia,8º Fundamental,8,0.78,0.73,0.43,0.25,0.521,0.6031,-0.567,0.4355,0.3333,0.5385,0.5993,1,Recuperação
Paulo Souza,Física,8º Fundamental,8,0.86,0.3,0.97,0.52,0.6455,0.6031,-0.105,0.5341,0.3333,0.5385,0.6023,2,Aprovado
Paulo Souza,Geografia,8º Fundamental,8,0.59,0.6,0.44,0.36,0.486,0.6031,-0.255,0.2032,0.3333,0.5385,0.6026,0,Reprovado
Paulo Souza,História,8º Fundamental,8,0.57,0.91,0.69,0.51,0.667,0.6031,-0.12,0.3059,0.3333,0.5385,0.5984,2,Aprovado
Paulo Souza,Inglês,8º Fundamental,8,0.36,0.47,0.93,0.94,0.704,0.6031,0.66,0.5258,0.3333,0.5385,0.5976,2,Aprovado
Paulo Souza,Matemática,8º Fundamental,8,0.27,0.7,0.98,0.95,0.759,0.6031,0.696,0.5686,0.3333,0.5385,0.5963,2,Aprovado
Paulo Souza,Português,8º Fundamental,8,0.65,0.78,0.6,0.44,0.607,0.6031,-0.243,0.2435,0.3333,0.5385,0.6058,2,Aprovado
Paulo Souza,Química,8º Fundamental,8,0.76,0.98,0.31,0.23,0.5435,0.6031,-0.678,0.6224,0.3333,0.5385,0.5968,1,Recuperação
Paulo Souza,Sociologia,8º Fundamental,8,0.31,0.77,0.43,0.92,0.638,0.6031,0.447,0.494,0.3333,0.5385,0.5949,2,Aprovado
Pedro Araújo,Arte,8º Fundamental,8,0.96,0.75,0.56,0.21,0.5825,0.6027,-0.732,0.5515,0.3333,0.4615,0.5997,1,Recuperação
Pedro Araújo,Biologia,8º Fundamental,8,0.45,1.0,0.32,0.72,0.636,0.6027,0.039,0.5228,0.3333,0.4615,0.6043,2,Aprovado
Pedro Araújo,Ciências,8º Fundamental,8,0.43,0.5,0.41,0.35,0.4185,0.6027,-0.099,0.1071,0.3333,0.4615,0.6052,0,Reprovado
Pedro Araújo,Educação Física,8º Fundamental,8,0.82,0.89,0.43,0.4,0.614,0.6027,-0.516,0.4433,0.3333,0.4615,0.6001,2,Aprovado
Pedro Araújo,Filosofia,8º Fundamental,8,0.46,0.89,0.99,0.62,0.748,0.6027,0.174,0.4217,0.3333,0.4615,0.5993,2,Aprovado
Pedro Araújo,Física,8º Fundamental,8,0.71,0.82,0.6,0.3,0.587,0.6027,-0.435,0.3877,0.3333,0.4615,0.6023,1,Recuperação
Pedro Araújo,Geografia,8º Fundamental,8,0.47,0.28,0.43,0.61,0.4545,0.6027,0.171,0.2351,0.3333,0.4615,0.6026,0,Reprovado
Pedro Araújo,História,8º Fundamental,8,0.36,0.7,0.83,0.53,0.6135,0.6027,0.192,0.354,0.3333,0.4615,0.5984,2,Aprovado
Pedro Araújo,Inglês,8º Fundamental,8,0.38,0.53,0.97,0.87,0.712,0.6027,0.573,0.4822,0.3333,0.4615,0.5976,2,Aprovado
Pedro Araújo,Matemática,8º Fundamental,8,0.98,0.34,0.62,0.53,0.595,0.6027,-0.321,0.4648,0.3333,0.4615,0.5963,1,Recuperação
Pedro Araújo,Português,8º Fundamental,8,0.82,0.23,0.84,0.5,0.5815,0.6027,-0.105,0.5029,0.3333,0.4615,0.6058,1,Recuperação
Pedro Araújo,Química,8º Fundamental,8,0.31,0.98,0.44,0.47,0.558,0.6027,-0.018,0.5109,0.3333,0.4615,0.5968,1,Recuperação
Pedro Araújo,Sociologia,8º Fundamental,8,0.94,0.95,0.48,0.63,0.7345,0.6027,-0.42,0.4042,0.3333,0.4615,0.5949,2,Aprovado
Pedro Azevedo,Arte,8º Fundamental,8,0.63,0.77,0.95,0.2,0.616,0.6298,-0.333,0.5538,0.3333,0.6923,0.5997,2,Aprovado
Pedro Azevedo,Biologia,8º Fundamental,8,0.9,0.86,0.82,0.45,0.735,0.6298,-0.417,0.3595,0.3333,0.6923,0.6043,2,Aprovado
Pedro Azevedo,Ciências,8º Fundamental,8,0.98,0.33,0.81,0.85,0.736,0.6298,0.027,0.4926,0.3333,0.6923,0.6052,2,Aprovado
Pedro Azevedo,Educação Física,8º Fundamental,8,0.36,0.39,0.95,0.47,0.548,0.6298,0.267,0.4774,0.3333,0.6923,0.6001,1,Recuperação
Pedro Azevedo,Filosofia,8º Fundamental,8,0.25,0.31,0.58,0.73,0.4915,0.6298,0.513,0.392,0.3333,0.6923,0.5993,0,Reprovado
Pedro Azevedo,Física,8º Fundamental,8,0.78,0.43,0.91,0.25,0.566,0.6298,-0.333,0.5288,0.3333,0.6923,0.6023,1,Recuperação
Pedro Azevedo,Geografia,8º Fundamental,8,0.34,0.33,0.88,0.88,0.6345,0.6298,0.651,0.545,0.3333,0.6923,0.6026,2,Aprovado
Pedro Azevedo,História,8º Fundamental,8,0.83,0.4,0.25,0.45,0.4635,0.6298,-0.387,0.4274,0.3333,0.6923,0.5984,0,Reprovado
Pedro Azevedo,Inglês,8º Fundamental,8,0.86,0.8,0.4,0.83,0.721,0.6298,-0.147,0.3748,0.3333,0.6923,0.5976,2,Aprovado
Pedro Azevedo,Matemática,8º Fundamental,8,0.75,0.67,0.61,0.6,0.65,0.6298,-0.153,0.1195,0.3333,0.6923,0.5963,2,Aprovado
Pedro Azevedo,Português,8º Fundamental,8,0.96,0.71,0.4,0.83,0.7185,0.6298,-0.21,0.4148,0.3333,0.6923,0.6058,2,Aprovado
Pedro Azevedo,Química,8º Fundamental,8,0.4,0.82,0.8,0.48,0.629,0.6298,0.066,0.3746,0.3333,0.6923,0.5968,2,Aprovado
Pedro Azevedo,Sociologia,8º Fundamental,8,0.78,0.84,0.42,0.69,0.678,0.6298,-0.207,0.3214,0.3333,0.6923,0.5949,2,Aprovado
Pedro Barbosa,Arte,8º Fundamental,8,0.74,0.99,0.66,0.82,0.8065,0.6143,-0.027,0.2443,0.3333,0.6154,0.5997,2,Aprovado
Pedro Barbosa,Biologia,8º Fundamental,8,0.8,0.21,0.27,0.93,0.559,0.6143,0.135,0.6331,0.3333,0.6154,0.6043,1,Recuperação
Pedro Barbosa,Ciências,8º Fundamental,8,0.38,0.51,0.95,0.62,0.627,0.6143,0.348,0.4225,0.3333,0.6154,0.6052,2,Aprovado
Pedro Barbosa,Educação Física,8º Fundamental,8,0.39,0.71,0.52,0.81,0.6285,0.6143,0.321,0.3263,0.3333,0.6154,0.6001,2,Aprovado
Pedro Barbosa,Filosofia,8º Fundamental,8,0.46,0.31,0.44,0.58,0.4535,0.6143,0.147,0.1915,0.3333,0.6154,0.5993,0,Reprovado
Pedro Barbosa,Física,8º Fundamental,8,0.73,0.91,0.69,0.3,0.636,0.6143,-0.453,0.4448,0.3333,0.6154,0.6023,2,Aprovado
Pedro Barbosa,Geografia,8º Fundamental,8,0.42,0.97,0.96,0.34,0.6685,0.6143,-0.075,0.5878,0.3333,0.6154,0.6026,2,Aprovado
Pedro Barbosa,História,8º Fundamental,8,0.36,0.93,0.99,0.41,0.675,0.6143,0.063,0.5776,0.3333,0.6154,0.5984,2,Aprovado
Pedro Barbosa,Inglês,8º Fundamental,8,0.74,0.73,0.48,0.88,0.7145,0.6143,0.051,0.2882,0.3333,0.6154,0.5976,2,Aprovado
Pedro Barbosa,Matemática,8º Fundamental,8,0.82,0.28,0.93,0.68,0.6705,0.6143,0.069,0.492,0.3333,0.6154,0.5963,2,Aprovado
Pedro Barbosa,Português,8º Fundamental,8,0.7,0.91,0.34,0.26,0.5305,0.6143,-0.567,0.5294,0.3333,0.6154,0.6058,1,Recuperação
Pedro Barbosa,Química,8º Fundamental,8,0.59,0.27,0.98,0.43,0.5595,0.6143,0.069,0.5273,0.3333,0.6154,0.5968,1,Recuperação
Pedro Barbosa,Sociologia,8º Fundamental,8,0.23,0.33,1.0,0.26,0.4565,0.6143,0.228,0.6335,0.3333,0.6154,0.5949,0,Reprovado
Pedro Cardoso,Arte,8º Fundamental,8,0.24,0.27,0.98,0.86,0.6185,0.539,0.771,0.6707,0.3333,0.2308,0.5997,2,Aprovado
Pedro Cardoso,Biologia,8º Fundamental,8,0.26,0.22,0.76,0.23,0.366,0.539,0.135,0.4542,0.3333,0.2308,0.6043,0,Reprovado
Pedro Cardoso,Ciências,8º Fundamental,8,0.25,0.8,0.28,0.68,0.524,0.539,0.231,0.483,0.3333,0.2308,0.6052,1,Recuperação
Pedro Cardoso,Educação Física,8º Fundamental,8,0.45,0.34,0.36,0.37,0.376,0.539,-0.066,0.0837,0.3333,0.2308,0.6001,0,Reprovado
Pedro Cardoso,Filosofia,8º Fundamental,8,0.49,0.42,0.46,0.47,0.459,0.539,-0.006,0.051,0.3333,0.2308,0.5993,0,Reprovado
Pedro Cardoso,Física,8º Fundamental,8,0.57,0.8,0.97,0.94,0.8385,0.539,0.384,0.3159,0.3333,0.2308,0.6023,2,Aprovado
Pedro Cardoso,Geografia,8º Fundamental,8,0.43,0.7,0.63,0.45,0.5535,0.539,-0.003,0.2308,0.3333,0.2308,0.6026,1,Recuperação
Pedro Cardoso,História,8º Fundamental,8,0.76,0.48,0.46,0.4,0.507,0.539,-0.33,0.2777,0.3333,0.2308,0.5984,1,Recuperação
Pedro Cardoso,Inglês,8º Fundamental,8,0.57,0.4,0.45,0.57,0.4975,0.539,0.015,0.1492,0.3333,0.2308,0.5976,0,Reprovado
Pedro Cardoso,Matemática,8º Fundamental,8,0.31,0.72,0.77,0.5,0.5845,0.539,0.186,0.3673,0.3333,0.2308,0.5963,1,Recuperação
Pedro Cardoso,Português,8º Fundamental,8,0.38,0.77,0.31,0.93,0.625,0.539,0.357,0.5199,0.3333,0.2308,0.6058,2,Aprovado
Pedro Cardoso,Química,8º Fundamental,8,0.91,0.86,0.36,0.26,0.565,0.539,-0.735,0.5804,0.3333,0.2308,0.5968,1,Recuperação
Pedro Cardoso,Sociologia,8º Fundamental,8,0.37,0.79,0.27,0.51,0.492,0.539,-0.03,0.3913,0.3333,0.2308,0.5949,0,Reprovado
Pedro Costa,Arte,8º Fundamental,8,0.99,0.52,0.88,0.47,0.689,0.5797,-0.36,0.4482,0.3333,0.3846,0.5997,2,Aprovado
Pedro Costa,Biologia,8º Fundamental,8,0.75,0.78,0.59,0.47,0.6335,0.5797,-0.309,0.2507,0.3333,0.3846,0.6043,2,Aprovado
Pedro Costa,Ciências,8º Fundamental,8,0.36,0.9,0.4,0.23,0.466,0.5797,-0.267,0.5094,0.3333,0.3846,0.6052,0,Reprovado
Pedro Costa,Educação Física,8º Fundamental,8,0.26,0.53,0.48,0.33,0.4035,0.5797,0.048,0.2186,0.3333,0.3846,0.6001,0,Reprovado
Pedro Costa,Filosofia,8º Fundamental,8,0.84,0.35,0.29,0.54,0.49,0.5797,-0.288,0.4286,0.3333,0.3846,0.5993,0,Reprovado
Pedro Costa,Física,8º Fundamental,8,0.74,0.82,0.37,0.45,0.5805,0.5797,-0.396,0.3785,0.3333,0.3846,0.6023,1,Recuperação
Pedro Costa,Geografia,8º Fundamental,8,0.56,0.94,0.93,0.61,0.7625,0.5797,0.042,0.3519,0.3333,0.3846,0.6026,2,Aprovado
Pedro Costa,História,8º Fundamental,8,0.49,0.4,0.37,0.83,0.5395,0.5797,0.297,0.3659,0.3333,0.3846,0.5984,1,Recuperação
Pedro Costa,Inglês,8º Fundamental,8,0.31,0.4,0.22,0.98,0.511,0.5797,0.549,0.594,0.3333,0.3846,0.5976,1,Recuperação
Pedro Costa,Matemática,8º Fundamental,8,0.82,0.54,0.51,0.39,0.5435,0.5797,-0.396,0.3151,0.3333,0.3846,0.5963,1,Recuperação
Pedro Costa,Português,8º Fundamental,8,0.55,0.45,0.65,0.58,0.559,0.5797,0.087,0.1438,0.3333,0.3846,0.6058,1,Recuperação
Pedro Costa,Química,8º Fundamental,8,0.73,0.54,0.8,0.58,0.655,0.5797,-0.057,0.2128,0.3333,0.3846,0.5968,2,Aprovado
Pedro Costa,Sociologia,8º Fundamental,8,0.36,0.68,0.99,0.71,0.7025,0.5797,0.408,0.4464,0.3333,0.3846,0.5949,2,Aprovado
Pedro Gomes,Arte,8º Fundamental,8,0.49,0.58,0.68,0.32,0.509,0.571,-0.123,0.2647,0.3333,0.4615,0.5997,1,Recuperação
Pedro Gomes,Biologia,8º Fundamental,8,0.34,0.35,0.27,0.6,0.403,0.571,0.21,0.2502,0.3333,0.4615,0.6043,0,Reprovado
Pedro Gomes,Ciências,8º Fundamental,8,0.62,0.44,0.41,0.96,0.6245,0.571,0.297,0.4376,0.3333,0.4615,0.6052,2,Aprovado
Pedro Gomes,Educação Física,8º Fundamental,8,0.28,0.33,0.55,0.59,0.453,0.571,0.345,0.2688,0.3333,0.4615,0.6001,0,Reprovado
Pedro Gomes,Filosofia,8º Fundamental,8,0.44,0.35,0.4,0.76,0.5035,0.571,0.303,0.3211,0.3333,0.4615,0.5993,1,Recuperação
Pedro Gomes,Física,8º Fundamental,8,0.55,0.81,0.91,0.67,0.741,0.571,0.138,0.2733,0.3333,0.4615,0.6023,2,Aprovado
Pedro Gomes,Geografia,8º Fundamental,8,0.22,0.28,0.99,0.41,0.4845,0.571,0.384,0.6103,0.3333,0.4615,0.6026,0,Reprovado
Pedro Gomes,História,8º Fundamental,8,0.6,0.74,0.59,0.25,0.5275,0.571,-0.36,0.3607,0.3333,0.4615,0.5984,1,Recuperação
Pedro Gomes,Inglês,8º Fundamental,8,0.82,0.65,0.9,0.8,0.7915,0.571,0.057,0.1808,0.3333,0.4615,0.5976,2,Aprovado
Pedro Gomes,Matemática,8º Fundamental,8,0.78,0.55,0.4,0.95,0.6785,0.571,0.108,0.4217,0.3333,0.4615,0.5963,2,Aprovado
Pedro Gomes,Português,8º Fundamental,8,0.81,0.28,0.55,0.42,0.4955,0.571,-0.27,0.3905,0.3333,0.4615,0.6058,0,Reprovado
Pedro Gomes,Química,8º Fundamental,8,0.62,0.47,0.91,0.47,0.61,0.571,-0.003,0.3593,0.3333,0.4615,0.5968,2,Aprovado
Pedro Gomes,Sociologia,8º Fundamental,8,0.54,0.64,0.94,0.33,0.602,0.571,-0.099,0.4394,0.3333,0.4615,0.5949,2,Aprovado
Pedro Martins,Arte,8º Fundamental,8,0.85,0.64,0.84,0.48,0.684,0.5525,-0.273,0.3067,0.3333,0.3077,0.5997,2,Aprovado
Pedro Martins,Biologia,8º Fundamental,8,0.82,0.56,0.2,0.45,0.489,0.5525,-0.441,0.4453,0.3333,0.3077,0.6043,0,Reprovado
Pedro Martins,Ciências,8º Fundamental,8,0.39,0.3,0.55,0.8,0.5305,0.5525,0.444,0.3797,0.3333,0.3077,0.6052,1,Recuperação
Pedro Martins,Educação Física,8º Fundamental,8,0.38,0.73,0.69,0.35,0.536,0.5525,-0.039,0.3468,0.3333,0.3077,0.6001,1,Recuperação
Pedro Martins,Filosofia,8º Fundamental,8,0.39,0.96,0.61,0.88,0.7345,0.5525,0.336,0.4514,0.3333,0.3077,0.5993,2,Aprovado
Pedro Martins,Física,8º Fundamental,8,0.85,0.22,0.8,0.23,0.494,0.5525,-0.384,0.6011,0.3333,0.3077,0.6023,0,Reprovado
Pedro Martins,Geografia,8º Fundamental,8,0.35,0.43,0.59,0.81,0.568,0.5525,0.462,0.3514,0.3333,0.3077,0.6026,1,Recuperação
Pedro Martins,História,8º Fundamental,8,0.93,0.88,0.3,0.54,0.643,0.5525,-0.525,0.515,0.3333,0.3077,0.5984,2,Aprovado
Pedro Martins,Inglês,8º Fundamental,8,0.41,0.27,0.47,0.38,0.381,0.5525,0.033,0.1452,0.3333,0.3077,0.5976,0,Reprovado
Pedro Martins,Matemática,8º Fundamental,8,0.95,0.45,0.29,0.27,0.456,0.5525,-0.66,0.5492,0.3333,0.3077,0.5963,0,Reprovado
Pedro Martins,Português,8º Fundamental,8,0.36,0.25,0.65,0.78,0.531,0.5525,0.498,0.4273,0.3333,0.3077,0.6058,1,Recuperação
Pedro Martins,Química,8º Fundamental,8,0.69,0.84,0.94,0.54,0.745,0.5525,-0.105,0.3031,0.3333,0.3077,0.5968,2,Aprovado
Pedro Martins,Sociologia,8º Fundamental,8,0.69,0.25,0.46,0.25,0.3905,0.5525,-0.333,0.3634,0.3333,0.3077,0.5949,0,Reprovado
Pedro Moreira,Arte,8º Fundamental,8,0.3,0.6,0.79,0.57,0.5785,0.6597,0.3,0.3494,0.3333,0.6154,0.5997,1,Recuperação
Pedro Moreira,Biologia,8º Fundamental,8,0.21,0.66,0.91,0.59,0.6115,0.6597,0.417,0.5017,0.3333,0.6154,0.6043,2,Aprovado
Pedro Moreira,Ciências,8º Fundamental,8,0.97,0.23,0.95,0.33,0.588,0.6597,-0.36,0.6838,0.3333,0.6154,0.6052,1,Recuperação
Pedro Moreira,Educação Física,8º Fundamental,8,0.91,0.47,0.44,0.61,0.5925,0.6597,-0.279,0.3721,0.3333,0.6154,0.6001,1,Recuperação
Pedro Moreira,Filosofia,8º Fundamental,8,0.4,0.8,0.51,0.49,0.5545,0.6597,-0.006,0.3003,0.3333,0.6154,0.5993,1,Recuperação
Pedro Moreira,Física,8º Fundamental,8,0.51,0.87,0.75,0.51,0.66,0.6597,-0.036,0.3118,0.3333,0.6154,0.6023,2,Aprovado
Pedro Moreira,Geografia,8º Fundamental,8,0.68,0.91,0.77,0.69,0.763,0.6597,-0.033,0.1841,0.3333,0.6154,0.6026,2,Aprovado
Pedro Moreira,História,8º Fundamental,8,0.91,0.71,0.25,0.73,0.641,0.6597,-0.3,0.4874,0.3333,0.6154,0.5984,2,Aprovado
Pedro Moreira,Inglês,8º Fundamental,8,0.31,0.44,0.79,0.55,0.5345,0.6597,0.321,0.3525,0.3333,0.6154,0.5976,1,Recuperação
Pedro Moreira,Matemática,8º Fundamental,8,0.75,0.41,0.77,0.57,0.616,0.6597,-0.054,0.2931,0.3333,0.6154,0.5963,2,Aprovado
Pedro Moreira,Português,8º Fundamental,8,0.94,0.62,0.97,0.62,0.7715,0.6597,-0.183,0.3357,0.3333,0.6154,0.6058,2,Aprovado
Pedro Moreira,Química,8º Fundamental,8,0.9,0.75,0.8,0.91,0.8405,0.6597,0.024,0.1349,0.3333,0.6154,0.5968,2,Aprovado
Pedro Moreira,Sociologia,8º Fundamental,8,0.96,0.39,0.94,1.0,0.8245,0.6597,0.201,0.5013,0.3333,0.6154,0.5949,2,Aprovado
Pedro Oliveira,Arte,8º Fundamental,8,0.28,0.24,0.87,0.69,0.5405,0.5619,0.558,0.5361,0.3333,0.3077,0.5997,1,Recuperação
Pedro Oliveira,Biologia,8º Fundamental,8,0.37,0.87,0.34,0.42,0.5025,0.5619,-0.114,0.431,0.3333,0.3077,0.6043,1,Recuperação
Pedro Oliveira,Ciências,8º Fundamental,8,0.6,0.57,0.66,0.74,0.6495,0.5619,0.153,0.1299,0.3333,0.3077,0.6052,2,Aprovado
Pedro Oliveira,Educação Física,8º Fundamental,8,0.84,0.95,0.43,0.63,0.702,0.5619,-0.345,0.3991,0.3333,0.3077,0.6001,2,Aprovado
Pedro Oliveira,Filosofia,8º Fundamental,8,0.32,0.41,0.69,0.78,0.573,0.5619,0.498,0.3808,0.3333,0.3077,0.5993,1,Recuperação
Pedro Oliveira,Física,8º Fundamental,8,0.92,0.23,0.32,0.92,0.5975,0.5619,0.027,0.6481,0.3333,0.3077,0.6023,1,Recuperação
Pedro Oliveira,Geografia,8º Fundamental,8,0.54,0.23,0.74,0.99,0.6475,0.5619,0.558,0.5565,0.3333,0.3077,0.6026,2,Aprovado
Pedro Oliveira,História,8º Fundamental,8,0.46,0.73,0.49,0.42,0.523,0.5619,-0.108,0.2419,0.3333,0.3077,0.5984,1,Recuperação
Pedro Oliveira,Inglês,8º Fundamental,8,0.21,0.87,0.29,0.27,0.413,0.5619,-0.12,0.5344,0.3333,0.3077,0.5976,0,Reprovado
Pedro Oliveira,Matemática,8º Fundamental,8,0.78,0.44,0.83,0.49,0.6205,0.5619,-0.144,0.3437,0.3333,0.3077,0.5963,2,Aprovado
Pedro Oliveira,Português,8º Fundamental,8,0.48,0.48,0.95,0.21,0.5165,0.5619,-0.102,0.5327,0.3333,0.3077,0.6058,1,Recuperação
Pedro Oliveira,Química,8º Fundamental,8,0.31,0.47,0.97,0.33,0.521,0.5619,0.168,0.534,0.3333,0.3077,0.5968,1,Recuperação
Pedro Oliveira,Sociologia,8º Fundamental,8,0.95,0.41,0.44,0.32,0.4985,0.5619,-0.558,0.493,0.3333,0.3077,0.5949,0,Reprovado
Pedro Pereira,Arte,8º Fundamental,8,0.35,0.55,0.88,0.21,0.4905,0.5742,-0.027,0.5035,0.3333,0.5385,0.5997,0,Reprovado
Pedro Pereira,Biologia,8º Fundamental,8,0.32,0.56,0.5,0.38,0.443,0.5742,0.036,0.1897,0.3333,0.5385,0.6043,0,Reprovado
Pedro Pereira,Ciências,8º Fundamental,8,0.47,0.26,0.47,0.87,0.5375,0.5742,0.423,0.4417,0.3333,0.5385,0.6052,1,Recuperação
Pedro Pereira,Educação Física,8º Fundamental,8,0.67,0.27,0.28,0.83,0.5205,0.5742,0.147,0.4883,0.3333,0.5385,0.6001,1,Recuperação
Pedro Pereira,Filosofia,8º Fundamental,8,0.96,0.52,0.78,0.42,0.643,0.5742,-0.408,0.4257,0.3333,0.5385,0.5993,2,Aprovado
Pedro Pereira,Física,8º Fundamental,8,0.87,0.9,0.3,0.42,0.6,0.5742,-0.585,0.5322,0.3333,0.5385,0.6023,2,Aprovado
Pedro Pereira,Geografia,8º Fundamental,8,0.87,0.41,0.24,0.47,0.4775,0.5742,-0.411,0.462,0.3333,0.5385,0.6026,0,Reprovado
Pedro Pereira,História,8º Fundamental,8,0.61,0.31,0.95,0.62,0.623,0.5742,0.201,0.4529,0.3333,0.5385,0.5984,2,Aprovado
Pedro Pereira,Inglês,8º Fundamental,8,0.95,0.51,0.34,0.85,0.6575,0.5742,-0.141,0.4951,0.3333,0.5385,0.5976,2,Aprovado
Pedro Pereira,Matemática,8º Fundamental,8,0.95,0.54,0.89,0.47,0.6885,0.5742,-0.327,0.4201,0.3333,0.5385,0.5963,2,Aprovado
Pedro Pereira,Português,8º Fundamental,8,0.54,0.22,0.71,0.94,0.6225,0.5742,0.507,0.525,0.3333,0.5385,0.6058,2,Aprovado
Pedro Pereira,Química,8º Fundamental,8,0.33,0.75,0.86,0.67,0.6695,0.5742,0.339,0.3961,0.3333,0.5385,0.5968,2,Aprovado
Pedro Pereira,Sociologia,8º Fundamental,8,0.25,0.62,0.87,0.23,0.4915,0.5742,0.057,0.5352,0.3333,0.5385,0.5949,0,Reprovado
Pedro Ribeiro,Arte,8º Fundamental,8,0.84,0.86,0.68,0.82,0.799,0.6064,-0.072,0.1414,0.3333,0.4615,0.5997,2,Aprovado
Pedro Ribeiro,Biologia,8º Fundamental,8,0.76,0.61,0.54,0.59,0.6165,0.6064,-0.174,0.164,0.3333,0.4615,0.6043,2,Aprovado
Pedro Ribeiro,Ciências,8º Fundamental,8,0.49,0.38,0.83,0.31,0.4935,0.6064,-0.027,0.3993,0.3333,0.4615,0.6052,0,Reprovado
Pedro Ribeiro,Educação Física,8º Fundamental,8,0.34,0.92,0.3,0.55,0.538,0.6064,0.003,0.4914,0.3333,0.4615,0.6001,1,Recuperação
Pedro Ribeiro,Filosofia,8º Fundamental,8,0.73,0.53,0.84,0.52,0.6445,0.6064,-0.096,0.2715,0.3333,0.4615,0.5993,2,Aprovado
Pedro Ribeiro,Física,8º Fundamental,8,0.92,0.31,0.51,0.8,0.629,0.6064,-0.048,0.4793,0.3333,0.4615,0.6023,2,Aprovado
Pedro Ribeiro,Geografia,8º Fundamental,8,0.44,0.24,0.57,0.53,0.4495,0.6064,0.18,0.2548,0.3333,0.4615,0.6026,0,Reprovado
Pedro Ribeiro,História,8º Fundamental,8,0.22,0.72,0.32,0.95,0.589,0.6064,0.537,0.5922,0.3333,0.4615,0.5984,1,Recuperação
Pedro Ribeiro,Inglês,8º Fundamental,8,0.46,0.87,0.48,0.95,0.7145,0.6064,0.324,0.4438,0.3333,0.4615,0.5976,2,Aprovado
Pedro Ribeiro,Matemática,8º Fundamental,8,0.97,0.64,0.81,0.55,0.7215,0.6064,-0.327,0.3223,0.3333,0.4615,0.5963,2,Aprovado
Pedro Ribeiro,Português,8º Fundamental,8,0.74,0.23,0.49,0.78,0.562,0.6064,0.114,0.4411,0.3333,0.4615,0.6058,1,Recuperação
